SEKVENCA,SIFRA,ZAPISNIK,DATUM_ZAP,ZAP_ST,DRZ_KRAVE,ST_KRAVE,KG_MLEKA,MASC,BELJ,LAKT,SS,NSS,CELICE,DAT_ANA,CAS_ANA,UREA,ANPRENOS_ID_SEQ,METODA,CAS_KON,VRSTICA,JE_SEQ,ZMRZISCE,AND_ID_SEQ,BHB,ACETON,OPOMBA,RCT,A30,PASMA,DAT_ROJSTVO,MLEKOPV,BELJKGPV,MASCKGPV,BELJODSPV,MASCODSPV,ZAPTEL,DATTEL,Dat_Analiza,Dat_tel,DIM
2205178,31661,555223,2017-11-23,1,SI,53257196,4.2,4.75,3.64,4.21,8.55,0,948,2017-11-24,NA,0.019,65088021,0,1,NA,NA,0,6747,0,0,NA,2.26,35.8,Lisasta,23.08.2006,98.3,103.1,88.4,111.8,94.1,7,20.11.2016,2017-11-23,2016-11-20,368
2209385,4307,555519,2017-11-24,1,SI,93249810,7.5,3.73,2.97,4.62,8.3,0,79,2017-11-28,NA,0.018,65093693,0,1,NA,NA,0,6753,0,0,NA,1.5,38.84,Rjava,29.09.2006,101,93.6,71.9,73.2,88.5,6,03.04.2017,2017-11-27,2017-04-03,238
2213465,31315,555566,2017-11-24,1,SI,43226443,13.5,4.17,3.33,4.61,8.65,0,1050,2017-11-28,NA,0.024,65094022,0,1,NA,NA,0,6753,-0.01,-0.1,NA,1.98,39.18,Rjava,20.09.2006,120.6,113.2,107.5,94.9,119.2,9,17.09.2017,2017-11-27,2017-09-17,71
2219982,15917,555593,2017-11-28,3,SI,53301271,8.1,3.19,2.84,4.71,8.25,0,33,2017-11-29,NA,0.003,65096756,0,2,NA,NA,0,6756,0,0,NA,1.76,41.86,Lisasta,25.09.2006,87.4,85,90.6,76.8,84.3,8,05.10.2017,2017-11-28,2017-10-05,54
2226266,7912,555714,2017-11-28,1,SI,53302650,5.5,5.09,4.57,4.31,9.59,0,97,2017-11-30,NA,0.023,65101051,0,2,NA,NA,0,6762,-0.01,-0.14,NA,0.39,45.23,Lisasta,24.10.2006,96.9,101.8,113.6,109.1,101.3,7,24.09.2016,2017-11-29,2016-09-24,431
2227838,10352,555290,2017-11-24,2,SI,93303901,7,4.21,3.39,4.61,8.71,0,123,2017-11-24,NA,0.007,65088551,0,2,NA,NA,0,6747,0,0,NA,1.3,43.25,Lisasta,19.10.2006,91,87.2,93.1,70.5,88.3,7,02.08.2017,2017-11-23,2017-08-02,113
2229130,21248,555421,2017-11-24,3,SI,03300172,6.2,3.82,3.33,4.17,8.2,0,177,2017-11-27,NA,0.025,65091311,0,1,NA,NA,0,6750,0,0,NA,1.98,36.59,Lisasta,02.11.2006,96.4,98.2,81.5,96.9,92.5,8,24.02.2017,2017-11-26,2017-02-24,275
2231895,11403,555332,2017-11-23,1,SI,13293958,11.8,4.04,3.48,4.76,8.95,0,68,2017-11-24,NA,0.006,65089089,0,1,NA,NA,0,6747,0,0,NA,1.87,39.54,Lisasta,12.11.2006,129.4,128,77.9,100.7,115.6,7,12.08.2017,2017-11-23,2017-08-12,103
2232365,7777,555745,2017-11-27,3,SI,73213307,6,4.01,3.58,4.64,8.93,0,68,2017-11-30,NA,0.028,65102387,0,2,NA,NA,0,6765,0,0,NA,0.46,49.3,Rjava,09.11.2006,98.8,98,77.8,94.1,90.9,7,25.05.2017,2017-11-29,2017-05-25,188
2233069,4743,555563,2017-11-28,1,SI,83302547,11.2,4.71,3.87,4.15,8.73,0,342,2017-11-28,NA,0.016,65093932,0,1,NA,NA,0,6753,-0.05,-0.12,NA,1.08,44.04,Holstein,17.11.2006,108.9,112.8,98.6,104.1,107.3,7,16.07.2017,2017-11-27,2017-07-16,134
2235232,30039,555795,2017-11-30,1,SI,83292785,0,4.79,4.15,4.27,9.13,0,390,2017-12-01,NA,0.022,65104745,0,1,NA,NA,0,6765,0.04,-0.1,NA,1.5,37.78,Holstein,24.11.2006,112.5,116.9,99.8,103.2,113.2,6,20.05.2016,2017-11-30,2016-05-20,559
2236002,86,555236,2017-11-21,2,SI,03226265,10.5,3.93,3.18,4.61,8.5,0,64,2017-11-24,NA,0.017,65088180,0,2,NA,NA,0,6747,0,0,NA,0.9,44.37,Rjava,23.11.2006,112.9,110.2,92.2,93.4,108.5,8,27.10.2017,2017-11-23,2017-10-27,27
2247435,9099,555213,2017-11-22,2,SI,43300972,4.4,4.73,4.66,4.17,9.53,0,260,2017-11-24,NA,0.011,65087848,0,2,NA,NA,0,6747,0,0,NA,0,47.14,Holstein,30.11.2006,94.4,100.8,109.9,99.8,103.7,6,13.12.2016,2017-11-23,2016-12-13,345
2248593,7348,555684,2017-11-29,2,SI,73304863,7.7,4.91,3.74,4.28,8.74,0,6592,2017-11-30,NA,0.008,65100575,0,1,NA,NA,0,6762,0.03,-0.08,NA,0.88,44.85,Lisasta,03.12.2006,105.7,100.3,100,90.9,104.1,8,28.01.2017,2017-11-29,2017-01-28,305
2249779,10346,555632,2017-11-28,6,SI,53304243,8.3,3.91,4.44,3.95,9.1,0,433,2017-11-29,NA,0.01,65097240,0,2,NA,NA,0,6756,0.04,-0.12,NA,1.88,34.58,Lisasta,15.12.2006,103,102.2,118.3,103.9,111.2,9,24.03.2017,2017-11-28,2017-03-24,249
2255334,13088,555869,2017-11-30,2,SI,83294543,0,3.58,4.45,4.12,9.28,0,493,2017-12-01,NA,0.029,65105933,0,1,NA,NA,0,6765,0,0,NA,1.37,37.41,Rjava,27.12.2006,99.6,102.3,99.7,113.8,101.2,7,22.11.2016,2017-11-30,2016-11-22,373
2265364,22390,555246,2017-11-23,1,SI,53308034,10,4.06,3.91,4.37,8.99,0,81,2017-11-24,NA,0.001,65088268,0,1,NA,NA,0,6747,0,0,NA,0.37,49.07,Holstein,08.01.2007,95.6,100.1,102.5,109.9,97.9,8,13.03.2017,2017-11-23,2017-03-13,255
2266839,6752,555870,2017-11-28,1,SI,33315984,0,2.83,3.8,3.85,8.36,0,1068,2017-12-01,NA,0.026,65105954,0,1,NA,NA,0,6765,0,0,NA,2.85,30.95,Lisasta,10.01.2007,116.4,114.2,100.8,91.7,116.9,6,21.12.2016,2017-11-30,2016-12-21,344
2267465,25869,555856,2017-11-30,1,SI,33306948,0,3.94,3.83,4.1,8.65,0,3668,2017-12-01,NA,0.018,65105588,0,2,NA,NA,0,6765,0.12,-0.02,NA,2.86,32.29,Holstein,22.12.2006,120.8,118.9,81,91.1,104.1,7,23.01.2017,2017-11-30,2017-01-23,311
2268418,16291,555180,2017-11-21,1,SI,53298351,4.5,3.89,3.36,4.25,8.32,0,321,2017-11-23,NA,0.02,65085412,0,1,NA,NA,0,6747,0,0,NA,1.7,39.84,Holstein,04.01.2007,103.2,97.7,86.4,78.4,97.2,8,17.02.2017,2017-11-22,2017-02-17,278
2272432,11009,555752,2017-11-28,3,SI,63309766,4.5,5.19,5.18,4.37,10.21,0,843,2017-11-30,NA,0.012,65102516,0,1,NA,NA,0,6765,0,0,NA,0,50.85,Lisasta,15.01.2007,88.2,85.2,93.7,65.8,88.4,5,21.09.2015,2017-11-29,2015-09-21,800
2273456,15727,555224,2017-11-22,2,SI,53298447,4,4.74,3.75,4.07,8.53,0,599,2017-11-24,NA,0.012,65088036,0,2,NA,NA,0,6747,0,0,NA,1.32,41.93,Holstein,25.01.2007,81.8,84.3,111.8,112,88.3,8,20.11.2016,2017-11-23,2016-11-20,368
2278064,10862,555694,2017-11-27,2,SI,23338508,7.2,5.07,3.66,4.18,8.55,0,279,2017-11-30,NA,0.03,65100774,0,2,NA,NA,0,6762,0,0,NA,1.31,41.26,Rjava,01.02.2007,108.9,110.9,96.7,96.5,108.8,8,28.03.2017,2017-11-29,2017-03-28,246
2278111,31620,555602,2017-11-27,2,SI,13298238,4.5,4.23,3.1,4.47,8.28,0,129,2017-11-29,NA,0.01,65096911,0,1,NA,NA,0,6756,0,0,NA,1.86,38.88,Lisasta,02.02.2007,82.6,84.2,98.4,97.6,84.1,8,22.05.2017,2017-11-28,2017-05-22,190
2279217,35135,555735,2017-11-27,1,SI,43284658,7.9,1.91,3.22,4.59,8.52,0,25,2017-11-30,NA,0.007,65101118,0,1,NA,NA,0,6762,0,0,NA,1.96,39.54,Lisasta,21.01.2007,92.6,93.6,86.5,101.2,88.7,9,02.08.2017,2017-11-29,2017-08-02,119
2280320,8466,555507,2017-11-24,1,SI,03337781,11,4.41,3.08,4.49,8.28,0,25,2017-11-28,NA,0.02,65093518,0,1,NA,NA,0,6753,0,0,NA,1.86,38.14,Lisasta,13.02.2007,115.5,107.9,85.1,80.8,105.9,9,21.06.2017,2017-11-27,2017-06-21,159
2283048,6748,555743,2017-11-28,2,SI,93311362,4.3,4.18,4.16,3.99,8.86,0,1525,2017-11-30,NA,0.008,65102359,0,2,NA,NA,0,6765,0,0,NA,1.33,41.09,Lisasta,02.02.2007,97.2,98.2,79.1,89.5,89.6,8,20.03.2017,2017-11-29,2017-03-20,254
2287853,16082,555864,2017-11-29,2,SI,83339778,0,3.93,3.99,4.49,9.19,0,922,2017-12-01,NA,0.017,65105823,0,2,NA,NA,0,6765,0.05,-0.05,NA,0.36,47.7,Lisasta,11.02.2007,112.5,113.7,93.9,107.1,109.3,9,12.07.2017,2017-11-30,2017-07-12,141
2288255,10862,555694,2017-11-27,3,SI,83338557,4,4.23,3.61,4.3,8.61,0,156,2017-11-30,NA,0.027,65100775,0,2,NA,NA,0,6762,0,0,NA,0.76,45.92,Rjava,24.02.2007,100,97.2,88.8,85.2,97.2,6,19.10.2016,2017-11-29,2016-10-19,406
2288476,1956,555779,2017-11-28,1,SI,33309484,0,5.06,3.85,4.33,8.89,0,453,2017-12-01,NA,0.012,65104440,0,1,NA,NA,0,6765,0,0,NA,1.74,41.54,Lisasta,20.02.2007,88.8,86.8,82.6,86,82.8,8,23.04.2017,2017-11-30,2017-04-23,221
2288873,10370,555450,2017-11-23,1,SI,93311393,11.2,3.24,3.22,4.41,8.34,0,2120,2017-11-27,NA,0.014,65091327,0,1,NA,NA,0,6750,0,0,NA,2.44,33.05,Lisasta,20.02.2007,121.8,115.1,77.8,89.4,106.9,9,18.08.2017,2017-11-26,2017-08-18,100
2295944,2905,555858,2017-12-01,7,SI,73310291,0,3.19,2.91,4.49,8.1,0,427,2017-12-01,NA,0.02,65105706,0,1,NA,NA,0,6765,0,0,NA,2.48,38,Lisasta,09.03.2007,111.4,106.3,90.2,77.9,107.3,9,25.05.2017,2017-11-30,2017-05-25,189
2297025,36625,555641,2017-11-29,1,SI,23338883,17,2.66,3.14,4.56,8.41,0,1634,2017-11-29,NA,0.015,65097285,0,1,NA,NA,0,6756,-0.04,-0.12,NA,2.37,36.49,Holstein,06.03.2007,110.9,103.2,68.6,85.6,87,9,13.11.2017,2017-11-28,2017-11-13,15
2298141,21711,555665,2017-11-28,1,SI,03313514,9,4.83,3.86,4.65,9.22,0,120,2017-11-29,NA,0.016,65099410,0,2,NA,NA,0,6762,0,0,NA,0.1,50.69,Lisasta,24.02.2007,98.6,99.4,88.2,88.5,95.3,2,17.11.2016,2017-11-28,2016-11-17,376
2298542,21741,555807,2017-11-24,2,SI,83313114,0,2.95,2.69,4.38,7.78,0,73,2017-12-01,NA,0.022,65104927,0,2,NA,NA,0,6765,0,0,NA,2.56,39.19,Holstein,13.03.2007,107.9,101,73.5,78.2,86.5,9,24.07.2017,2017-11-30,2017-07-24,129
2300401,9690,555238,2017-11-22,1,SI,23284447,9.2,4.86,3.56,4.65,8.92,0,1499,2017-11-24,NA,0.025,65088205,0,2,NA,NA,0,6747,0,0,NA,0.84,47.21,Rjava,16.03.2007,105.7,102.8,110.1,100.3,108.6,7,05.02.2017,2017-11-23,2017-02-05,291
2300466,7956,555537,2017-11-27,1,SI,63313659,5.2,2.87,3.26,3.8,7.77,0,556,2017-11-28,NA,0.017,65093788,0,1,NA,NA,0,6753,0,0,NA,2.76,34.68,Holstein,15.03.2007,89.7,81.2,69.4,57.9,73.7,7,04.09.2016,2017-11-27,2016-09-04,449
2303518,16301,555177,2017-11-21,1,SI,83313970,3.6,6.19,4.39,3.95,9.04,0,880,2017-11-23,NA,0.006,65085370,0,2,NA,NA,0,6747,0,0,NA,0.57,45.35,Holstein,21.03.2007,94.1,101,113.2,114.3,107.1,8,21.02.2017,2017-11-22,2017-02-21,274
2306942,8324,555755,2017-11-29,1,SI,43349214,4.6,4.84,3.84,3.94,8.49,0,919,2017-11-30,NA,0.014,65102568,0,2,NA,NA,0,6765,0,0,NA,3.16,30.22,Lisasta,19.03.2007,130,126.4,97,79.4,127.4,7,07.08.2016,2017-11-29,2016-08-07,479
2307667,5448,555538,2017-11-26,2,SI,83313884,9.9,3.4,3.33,4.57,8.61,0,71,2017-11-28,NA,0.012,65093802,0,1,NA,NA,0,6753,-0.02,-0.08,NA,1.89,40.46,Holstein,03.04.2007,117.3,119.4,88.9,102.1,105.7,7,02.07.2016,2017-11-27,2016-07-02,513
2308657,8897,555325,2017-11-22,2,SI,53338347,10,4.04,2.78,4.92,8.41,0,37,2017-11-24,NA,0.015,65088930,0,1,NA,NA,0,6747,0,0,NA,2.44,37.69,Rjava,13.03.2007,111.9,109.3,95.8,95.1,109.2,7,17.08.2017,2017-11-23,2017-08-17,98
2311065,9663,555173,2017-11-21,1,SI,53342247,11.6,3.47,3.11,4.88,8.7,0,23,2017-11-23,NA,0.022,65085292,0,1,NA,NA,0,6747,0,0,NA,1.78,42.07,Holstein,01.04.2007,88.2,89.1,90.8,85,85,8,19.06.2017,2017-11-22,2017-06-19,156
2312692,15801,555488,2017-11-27,1,SI,53341765,3.6,4.42,4.19,4.3,9.2,0,196,2017-11-27,NA,0.015,65092222,0,1,NA,NA,0,6753,0,0,NA,0.97,41.39,Holstein,07.04.2007,101.3,101.3,90.6,99.5,94.4,5,07.09.2015,2017-11-26,2015-09-07,811
2314340,2770,555156,2017-11-21,1,SI,33350136,9.5,4.77,3.66,4.72,9.08,0,92,2017-11-23,NA,0.03,65085165,0,1,NA,NA,0,6747,0.04,-0.04,NA,0.64,47.64,Lisasta,07.04.2007,104.2,107.3,116.7,107.5,111.1,9,23.04.2017,2017-11-22,2017-04-23,213
2315962,2129,555626,2017-11-29,2,SI,33350411,8,4.07,3.87,4.39,8.97,0,446,2017-11-29,NA,0.011,65097143,0,1,NA,NA,0,6756,0,0,NA,2.3,34.98,Lisasta,01.04.2007,91.8,97.6,108.9,121.9,95,9,27.05.2017,2017-11-28,2017-05-27,185
2316297,22784,555849,2017-11-29,3,SI,13349475,0,3.22,3.92,4.03,8.65,0,2223,2017-12-01,NA,0.007,65105503,0,1,NA,NA,0,6765,0,0,NA,2.76,31.07,Lisasta,05.04.2007,98.8,99.7,98.1,94.3,99.1,7,09.11.2016,2017-11-30,2016-11-09,386
2317562,20997,555839,2017-11-30,1,SI,23350780,0,2.57,3.74,4.47,8.92,0,55,2017-12-01,NA,0.01,65105413,0,1,NA,NA,0,6765,0.06,0.03,NA,1.27,43.84,Lisasta,16.04.2007,90.9,92.6,84.9,91.3,85.9,8,19.03.2017,2017-11-30,2017-03-19,256
2319489,9106,555414,2017-11-23,1,SI,83344301,9.2,3.23,3.63,4.17,8.51,0,211,2017-11-27,NA,0.019,65091234,0,1,NA,NA,0,6750,0.05,-0.01,NA,1.38,38.21,Rjava,21.04.2007,119.9,118.2,87.1,98.7,112.7,7,02.07.2017,2017-11-26,2017-07-02,147
2319490,7854,555791,2017-11-28,1,SI,03340800,0,4.42,3.84,4.23,8.78,0,666,2017-12-01,NA,0.05,65104670,0,2,NA,NA,0,6765,0.07,-0.07,NA,1.49,40.35,Rjava,20.04.2007,103.3,101.2,98.2,92.9,103.4,7,10.02.2016,2017-11-30,2016-02-10,659
2320087,2813,555473,2017-11-27,2,SI,13351139,5,4.32,2.79,4.42,7.92,0,1078,2017-11-27,NA,0.006,65091666,0,1,NA,NA,0,6750,0,0,NA,3.59,28.24,Holstein,15.04.2007,85.5,83.2,109.4,76.7,88.4,7,24.06.2016,2017-11-26,2016-06-24,520
2321850,10589,555655,2017-11-28,1,SI,33256520,21.6,3.55,3.65,4.61,8.97,0,76,2017-11-29,NA,0.021,65097584,0,2,NA,NA,0,6756,0.01,-0.08,NA,0.97,43.83,Holstein,11.04.2007,110.2,115.8,101.7,113,114.4,8,22.05.2017,2017-11-28,2017-05-22,190
2325188,7777,555745,2017-11-27,4,SI,43368723,5.2,3.3,3.48,4,8.19,0,369,2017-11-30,NA,0.023,65102388,0,2,NA,NA,0,6765,0,0,NA,2.31,37.79,Holstein,21.04.2007,108.8,108,86.6,86.5,101.9,6,06.01.2017,2017-11-29,2017-01-06,327
2326273,32124,555320,2017-11-23,1,SI,83347531,11.4,4.25,3.25,4.8,8.76,0,73,2017-11-24,NA,0.017,65088793,0,2,NA,NA,0,6747,0,0,NA,1.1,44.15,Lisasta,16.04.2007,109,104.1,112.4,84.1,114.9,7,24.10.2017,2017-11-23,2017-10-24,30
2328683,12925,555830,2017-11-29,1,SI,43350960,0,4.86,3.76,4.27,8.74,0,507,2017-12-01,NA,0.031,65105192,0,2,NA,NA,0,6765,0.04,-0.09,NA,1.64,38.7,Holstein,07.05.2007,95.1,93.1,112.2,103.1,103.5,8,18.04.2017,2017-11-30,2017-04-18,226
2331701,4222,555785,2017-11-29,2,SI,83338904,0,2.32,3.39,4.4,8.51,0,668,2017-12-01,NA,0.024,65104486,0,2,NA,NA,0,6765,0,0,NA,3.05,31.9,Holstein,09.05.2007,105.5,111.2,78.6,111.9,85.2,7,03.05.2017,2017-11-30,2017-05-03,211
2331801,4142,555761,2017-11-28,1,SI,13353966,3.8,5.55,4.66,4.17,9.54,0,114,2017-11-30,NA,0.005,65101239,0,2,NA,NA,0,6762,0,0,NA,0,53.37,Lisasta,10.05.2007,90,93.8,85.6,110.1,85.3,8,30.05.2017,2017-11-29,2017-05-30,183
2334387,9570,555485,2017-11-24,1,SI,63158728,6,5.71,4.02,4.1,8.83,0,8586,2017-11-27,NA,0.005,65091872,0,2,NA,NA,0,6750,0,0,NA,1,42.1,Rjava,02.05.2007,106.8,103.5,107.8,107.9,109.2,8,16.08.2017,2017-11-26,2017-08-16,102
2336216,22737,555731,2017-11-29,1,SI,03352980,7,4.79,3.88,4.55,9.14,0,57,2017-11-30,NA,0.011,65101969,0,1,NA,NA,0,6765,0,0,NA,2.13,35.8,Lisasta,15.05.2007,101.4,99.1,92,95.9,98,6,15.07.2015,2017-11-29,2015-07-15,868
2337864,739,555673,2017-11-29,1,SI,53348669,8,3.26,3.42,4.34,8.47,0,167,2017-11-29,NA,0.01,65099537,0,1,NA,NA,0,6762,0,0,NA,1.56,42.8,Lisasta,16.05.2007,103,102.9,105.5,89.8,105.9,8,09.07.2017,2017-11-28,2017-07-09,142
2340357,30015,555371,2017-11-23,1,SI,43347157,4.3,4.2,3.65,4.38,8.74,0,124,2017-11-24,NA,0.022,65089812,0,2,NA,NA,0,6750,0,0,NA,2.37,32.98,Lisasta,26.05.2007,91.5,92.2,82.5,105.1,85.8,8,01.06.2017,2017-11-23,2017-06-01,175
2342357,30850,555326,2017-11-22,3,SI,33347048,7.2,4.47,3.34,4.65,8.7,0,68,2017-11-24,NA,0.007,65088951,0,2,NA,NA,0,6747,0.01,-0.06,NA,1.61,41.93,Lisasta,30.05.2007,90.8,91.4,76.4,82.7,85.4,7,18.03.2017,2017-11-23,2017-03-18,250
2347378,11607,555567,2017-11-24,1,SI,83226009,10.7,3.76,4.1,4.15,8.95,0,390,2017-11-28,NA,0.019,65094035,0,2,NA,NA,0,6753,0,0,NA,1.46,37.43,Rjava,10.06.2007,126.8,128.4,97.7,102.2,123,7,01.02.2017,2017-11-27,2017-02-01,299
2351606,10370,555450,2017-11-23,3,SI,23357426,9.3,3.48,3.97,4.59,9.27,0,175,2017-11-27,NA,0.015,65091329,0,1,NA,NA,0,6750,0,0,NA,0.37,44.14,Lisasta,19.06.2007,109.5,105.1,87.4,96.1,104.4,8,27.06.2017,2017-11-26,2017-06-27,152
2352818,10990,555205,2017-11-22,2,SI,33308689,7.6,4.12,3.68,3.81,8.21,0,37,2017-11-23,NA,0.007,65085899,0,2,NA,NA,0,6747,0.07,-0.02,NA,1.93,39.11,Holstein,22.06.2007,99.8,102.2,94.1,108.3,96,8,19.01.2017,2017-11-22,2017-01-19,307
2353730,10798,555732,2017-11-29,1,SI,73357012,9.4,4.27,3.44,3.91,8.06,0,117,2017-11-30,NA,0.009,65101080,0,1,NA,NA,0,6762,0,0,NA,2.91,31.88,Lisasta,10.06.2007,111.6,102.6,95.5,88.9,109,8,16.02.2017,2017-11-29,2017-02-16,286
2354168,25869,555856,2017-11-30,3,SI,33356589,0,4.44,3.49,4.48,8.68,0,352,2017-12-01,NA,0.029,65105590,0,2,NA,NA,0,6765,0.09,0.03,NA,1.48,42.08,Lisasta,20.06.2007,102.6,104.5,113.9,112.9,109.2,7,16.08.2017,2017-11-30,2017-08-16,106
2354283,16111,555804,2017-11-29,1,SI,03301245,0,4.22,3.96,4.58,9.24,0,47,2017-12-01,NA,0.028,65104787,0,1,NA,NA,0,6765,-0.04,-0.12,NA,0.31,50.89,Holstein,19.06.2007,107.5,110,98.8,106.6,109.1,5,11.01.2017,2017-11-30,2017-01-11,323
2357152,7364,555247,2017-11-22,1,SI,13356282,10.6,3.96,3.47,4.55,8.73,0,1742,2017-11-24,NA,0.021,65088288,0,2,NA,NA,0,6747,0,0,NA,1.63,39.86,Holstein,28.06.2007,103.2,103.5,76.7,89.2,88.7,8,20.02.2017,2017-11-23,2017-02-20,276
2357461,20009,555748,2017-11-28,1,SI,23357330,5.8,3.91,4.01,3.62,8.35,0,11617,2017-11-30,NA,0.009,65102438,0,1,NA,NA,0,6765,0.12,0.03,NA,3.25,32.2,Holstein,20.06.2007,93.7,94.9,84.5,95.1,84.3,7,13.03.2017,2017-11-29,2017-03-13,261
2357568,22737,555731,2017-11-29,2,SI,63358409,5.4,4.36,4.48,3.85,9.04,0,162,2017-11-30,NA,0.016,65101970,0,1,NA,NA,0,6765,0,0,NA,1.13,38.91,Lisasta,27.06.2007,102.2,109.4,95.8,125.1,99.5,7,12.09.2016,2017-11-29,2016-09-12,443
2359554,16079,555650,2017-11-27,1,SI,73413930,8.5,4.5,3.39,4.43,8.53,0,138,2017-11-29,NA,0.04,65097479,0,2,NA,NA,0,6756,0,0,NA,1.14,42.31,Rjava,01.07.2007,106.8,116.9,107,124.3,110.4,8,23.08.2017,2017-11-28,2017-08-23,97
2361213,8805,555705,2017-11-28,3,SI,23413296,13.8,3.96,2.93,4.69,8.33,0,111,2017-11-30,NA,0.012,65100895,0,1,NA,NA,0,6762,0.04,-0.03,NA,1.27,43.18,Rjava,02.07.2007,107.6,113.2,99.6,121.2,106.1,7,23.09.2017,2017-11-29,2017-09-23,67
2362339,13294,555175,2017-11-21,3,SI,53359731,3.6,5.07,4.21,4.35,9.28,0,289,2017-11-23,NA,0.024,65085328,0,2,NA,NA,0,6747,0,0,NA,1.26,40.15,Holstein,28.06.2007,88.2,95.3,102.1,114.5,90.7,5,14.07.2016,2017-11-22,2016-07-14,496
2375695,2263,555409,2017-11-24,1,SI,73161413,13,3.45,3.31,4.49,8.51,0,95,2017-11-27,NA,0.025,65091108,0,1,NA,NA,0,6750,0.01,-0.08,NA,2.27,34.9,Holstein,29.06.2007,117,110.6,81.8,81.2,102.4,6,15.02.2017,2017-11-26,2017-02-15,284
2377219,5448,555538,2017-11-26,3,SI,83359680,5.9,4.12,4.1,4.37,9.19,0,137,2017-11-28,NA,0.018,65093803,0,1,NA,NA,0,6753,0.01,-0.07,NA,0.38,43.93,Lisasta,22.07.2007,125,123.6,87.7,98.4,115.8,8,04.09.2017,2017-11-27,2017-09-04,84
2379793,3000,555688,2017-11-28,2,SI,23413320,12.4,3.33,2.63,4.68,8.02,0,147,2017-11-30,NA,0.006,65100652,0,2,NA,NA,0,6762,0.04,0,NA,2.76,35.31,Holstein,25.07.2007,102.6,97,79.8,78,87.7,9,23.09.2017,2017-11-29,2017-09-23,67
2381117,20006,555358,2017-11-23,2,SI,83361605,10.4,4.53,3.64,4.8,9.15,0,232,2017-11-24,NA,0.012,65089531,0,2,NA,NA,0,6750,0,0,NA,0.72,44.52,Holstein,24.07.2007,118.7,117.2,82.3,95.1,106.6,8,15.05.2017,2017-11-23,2017-05-15,192
2382294,8897,555325,2017-11-22,3,SI,13414425,6.4,5.76,3.94,4.62,9.27,0,46,2017-11-24,NA,0.008,65088931,0,1,NA,NA,0,6747,0,0,NA,0.16,51.38,Rjava,28.07.2007,99.8,97,112.3,94.2,106.1,6,22.07.2016,2017-11-23,2016-07-22,489
2382621,21642,555394,2017-11-21,1,SI,93359689,7.6,3.82,3.44,4.36,8.51,0,1420,2017-11-27,NA,0.03,65090751,0,1,NA,NA,0,6750,0,0,NA,1.69,36.59,Lisasta,21.07.2007,102.8,99.6,77.2,86.3,92.8,8,02.03.2017,2017-11-26,2017-03-02,269
2383391,5301,555289,2017-11-23,3,SI,13359388,7.2,4.59,4.25,4.02,8.97,0,422,2017-11-24,NA,0.003,65088506,0,1,NA,NA,0,6747,0.03,-0.09,NA,1.27,40.5,Lisasta,02.08.2007,130.7,129.4,78,96.7,115.9,6,28.01.2016,2017-11-23,2016-01-28,665
2383396,5301,555289,2017-11-23,2,SI,43359385,10,4.99,3.34,4.51,8.56,0,423,2017-11-24,NA,0.01,65088505,0,1,NA,NA,0,6747,0.02,-0.04,NA,2.06,40.2,Lisasta,22.07.2007,103.9,101.4,112,105.4,108.8,8,21.07.2017,2017-11-23,2017-07-21,125
2383849,20005,555604,2017-11-27,1,SI,93360067,8.8,4.67,4.12,4.49,9.31,0,88,2017-11-29,NA,0.009,65096939,0,2,NA,NA,0,6756,0.01,-0.08,NA,0,48.73,Lisasta,01.08.2007,116.3,132.8,117.5,142.9,126.8,9,25.07.2017,2017-11-28,2017-07-25,126
2384632,3736,555214,2017-11-23,4,SI,43413483,12.6,3.89,3.19,4.71,8.62,0,30,2017-11-24,NA,0.009,65087868,0,1,NA,NA,0,6747,0,0,NA,1.86,41.04,Holstein,29.07.2007,95.7,99.7,111.5,112.2,104.9,7,27.06.2017,2017-11-23,2017-06-27,149
2387490,20000,555249,2017-11-21,2,SI,03321425,6,4.99,3.56,4.56,8.84,0,45,2017-11-24,NA,0.006,65088311,0,2,NA,NA,0,6747,0.06,0.06,NA,1.03,46.76,Lisasta,01.08.2007,91,90.3,102.8,93.2,92.7,6,30.05.2017,2017-11-23,2017-05-30,177
2388579,3560,555400,2017-11-23,1,SI,83415539,12.2,4.46,3.78,4.36,8.85,0,3540,2017-11-27,NA,0.015,65090967,0,2,NA,NA,0,6750,0,0,NA,1.23,41.29,Holstein,05.08.2007,97.2,109.2,125,126.6,116.7,8,20.06.2017,2017-11-26,2017-06-20,159
2390335,15948,555742,2017-11-24,2,SI,33371489,16.2,3.33,2.73,4.61,8.06,0,30,2017-11-30,NA,0.026,65102327,0,1,NA,NA,0,6765,0,0,NA,2.25,40.6,Holstein,06.08.2007,126.1,123.4,85.3,86.7,113,8,16.11.2017,2017-11-29,2017-11-16,13
2391846,3937,555789,2017-11-29,3,SI,93416058,0,3.47,2.91,4.78,8.41,0,20,2017-12-01,NA,0.024,65104652,0,2,NA,NA,0,6765,0,0,NA,1.65,41.56,Lisasta,15.08.2007,92.6,88.4,89.1,75.4,90,8,23.09.2017,2017-11-30,2017-09-23,68
2392130,20001,555786,2017-11-29,1,SI,63415744,0,5.44,4.45,4.35,9.51,0,90,2017-12-01,NA,0.016,65104603,0,1,NA,NA,0,6765,0,0,NA,0.37,47.04,Rjava,24.08.2007,107.9,114.2,127.5,119.6,119,8,01.02.2017,2017-11-30,2017-02-01,302
