Milk yield,MASC,Protein,LAKT,ANPRENOS_ID_SEQ,RCT,A30,Breed
9.6,4.15,3.36,4.78,65091086,0.91,43.75,Rjava
10.7,4.48,4.03,4.34,65085433,1.19,41.01,Holstein
6.8,4.45,3.66,4.59,65089056,1.71,41.17,Holstein
6.3,3.83,3.5,4.41,65091312,0.77,44.82,Lisasta
6.3,5.37,4,4.37,65089532,1.01,44.19,Holstein
28.6,4.19,3.22,4.4,65089667,1.61,38.1,Holstein
5.2,3.85,3.56,4.48,65105472,1.99,38.22,Lisasta
7.4,4.47,3.69,4.19,65089108,2.67,33.12,Lisasta
18.2,3.13,3.21,4.87,65089932,1.13,41.69,Lisasta
8.2,5.07,3.06,4.64,65105538,2.09,41.13,Lisasta
0,4.34,3.13,4.69,65122654,2.62,36.61,Lisasta
6.7,5.07,4.29,4.45,65106025,1.26,42.9,Lisasta
19.6,3.41,3.15,4.67,65116408,1.24,44.58,Holstein
19.7,3.8,2.56,4.68,65089451,2.54,37.17,Holstein
3,4.82,3.7,4.08,65116407,2.13,39.26,Holstein
7.6,4.69,3.5,4.46,65122088,1.8,43.65,Lisasta
8.6,2.87,3.46,4.57,65115855,1.99,39.63,Lisasta
6.6,4.03,3.54,4.61,65105293,1.1,42.93,Lisasta
8.2,3.21,2.83,4.31,65102518,2.98,34.61,Holstein
4.6,4.31,4.14,3.94,65089756,1.68,34.7,Lisasta
7,6.12,4.86,4.38,65112111,0.13,51.49,Holstein
6,5.51,4.45,4.51,65112112,0,51.08,Holstein
6,4.12,3.83,4.45,65110616,1.08,44.19,Holstein
6,4.52,3.26,4.37,65110695,2.86,35.28,Lisasta
28.7,3.97,3.21,3.84,65119506,2.29,37.59,Holstein
0,5.29,4.15,4.4,65122206,0.92,46.09,Holstein
10.2,5.14,4.24,4.13,65107607,0.28,46.96,Lisasta
7.6,4.95,3.99,4.19,65111923,0.47,49.54,Lisasta
13,4.05,2.76,4.67,65090893,1.72,39.62,Lisasta
0,4.2,3.45,4.59,65122362,1.32,45.22,Lisasta
4.5,3.54,2.93,4.36,65087849,2.77,33.91,Holstein
7.9,4.49,3.21,4.76,65110975,1.51,43.71,Lisasta
12.1,2.83,3.13,4.06,65091330,4.13,24.03,Holstein
0,1.43,3.51,4.05,65125411,1.9,37.5,Lisasta
0,5.2,3.98,4.47,65126336,1.72,43.24,Holstein
7.2,4.06,3.09,4.36,65088313,2.69,35.5,Holstein
5,4.82,3.55,4.06,65088312,1.67,40.67,Lisasta
2.6,5.6,5,2.72,65085371,2.7,30.47,Holstein
5.2,5.24,3.57,4.36,65105539,1.78,40.8,Lisasta
4.6,6.67,5.6,4.4,65102360,0,63.55,Lisasta
7,4.74,3.24,4.81,65116944,2.38,40.07,Lisasta
7,4.34,3.68,4.62,65117183,1.15,45.44,Lisasta
14.5,3.43,2.95,4.45,65096823,2.75,34.63,Holstein
9.5,4.41,3.61,4.52,65104671,1.89,39.83,Rjava
6.8,5.68,3.62,4.54,65110696,1.94,41.27,Lisasta
16.8,2.85,3.01,4.48,65089386,2.18,36.74,Holstein
5.9,3.86,3.43,4.46,65104657,0.47,47.14,Lisasta
5.9,4.91,3.92,4.46,65111871,1.04,43.8,Lisasta
4,2.95,3.55,4.38,65107509,2.22,35.26,Lisasta
4.5,4.84,4.05,4.31,65110912,0.01,50.7,Lisasta
8.9,3.54,2.95,4.66,65119920,2.95,35.75,Lisasta
0,4.84,3.99,4.45,65125282,1.67,40.26,Lisasta
0,5.46,3.09,4.68,65122670,2.05,39.88,Lisasta
5.6,4.1,3.98,4.31,65111870,1.36,43.36,Lisasta
7,4.59,3.7,4.62,65107216,1.06,45.45,Rjava
0,4.43,3.84,4.72,65126069,0.86,47.94,Lisasta
4.1,4.08,3.99,3.98,65102369,1.52,40.01,Lisasta
23.6,4.27,3.33,4.76,65105019,1.05,46.23,Holstein
8.4,4.04,3.29,4.65,65087916,2.3,36.2,Lisasta
4.2,3.9,3.4,4.2,65097480,1.32,40.39,Rjava
0,4.95,3.94,4.48,65126381,1.36,43.53,Holstein
10.4,4.36,4.15,4.37,65092250,0.34,46.26,Lisasta
9.5,4.07,3.41,4.49,65115780,2.39,38.39,Lisasta
0,4.4,3.3,4.6,65125713,1.13,45.81,Lisasta
4.8,5.16,3.69,4.43,65119474,1.38,43.34,Lisasta
6.7,4.86,4.09,4.11,65091836,0.7,41.77,Rjava
3,3.27,4.02,4.32,65088338,1.15,40.54,Lisasta
6.5,3.8,3.16,4.64,65119998,1.86,38.41,Lisasta
11.2,4.35,3.07,4.47,65087871,2.87,36.44,Holstein
10.9,2.38,3.03,4.4,65110727,2.76,37.97,Holstein
10,3.92,2.95,4.4,65107964,2.86,37.88,Lisasta
19.8,5.38,3,4.73,65085850,0.82,47.82,Lisasta
12.8,5.19,3.37,4.74,65085849,0.95,47.49,Lisasta
12.6,3.5,3.12,4.43,65100577,1.78,39.82,Lisasta
9.4,4.04,3.99,4.36,65107566,1.5,39.15,Lisasta
2.4,3.97,3.87,4.33,65117203,1.34,40.99,Lisasta
9.5,4.24,3.94,4.27,65105316,0.72,45.24,Lisasta
11.4,3.71,3.47,4.62,65085356,1.52,42.28,Lisasta
10,3.78,3.47,4.64,65097144,1.18,43.83,Lisasta
8.3,3.52,3.35,4.63,65119423,1.13,45.26,Lisasta
18,4.29,3.2,4.81,65107899,1.59,42.54,Lisasta
8.8,4.04,3.31,3.34,65085900,3,32.87,Holstein
15.1,4.46,3.72,4.36,65089387,1.46,39.02,Lisasta
7.6,3.91,3.69,4.29,65111947,1.42,42.26,Lisasta
12,3.83,3.8,4.68,65096858,0.03,50.65,Lisasta
0,4.4,3.46,3.99,65088129,2.58,34.03,Lisasta
11.5,3.78,3.71,4.38,65120253,1.73,39.69,Rjava
4.9,3.7,4.27,4.57,65120464,1.35,41.11,Lisasta
0,5.09,3.81,4.39,65124568,1.45,41.98,Lisasta
8.4,3.91,3.64,4.43,65100754,0.36,47.81,Lisasta
12.5,4.51,4.19,4.51,65110649,0,52.44,Rjava
9.3,3.35,3.06,4.41,65115856,2.73,35.86,Lisasta
9,6.71,3.63,3.46,65119486,0.18,49.68,Holstein
14,2.99,2.59,4.6,65085131,2.42,39.7,Lisasta
7.1,3.96,3.37,4.31,65100981,2.38,37.01,Lisasta
15.2,4.19,3.26,4.46,65104884,1.41,41.74,Lisasta
9,4.28,3.04,4.66,65091286,1.84,38.97,Lisasta
16.8,4.14,3.64,4.51,65091414,1.48,39.05,Holstein
0,3.8,3.55,4.37,65122343,1.36,46.18,Lisasta
6,3.96,3.79,4.61,65094352,1.65,40.44,Lisasta
6,4.03,3.09,4.38,65085515,2.06,37.13,Lisasta
10.3,4.63,3.57,4.56,65097527,1.39,39.47,Rjava
6.6,3.21,3.78,4.37,65088794,1.65,38.74,Lisasta
5.6,4.15,3.92,4.03,65092342,1.64,37.96,Lisasta
5,4.58,3.66,4.33,65110913,0.66,47.86,Lisasta
10.4,4,4.12,4.44,65107565,0.96,42.99,Holstein
12.8,2.4,3.55,4.64,65089933,1.06,41.02,Lisasta
8,5.64,4.16,4.26,65119368,0.01,51.73,Lisasta
5,4.62,4.06,3.96,65105761,2.66,32.07,Lisasta
20,3.88,3.63,4.63,65093982,0.94,43.55,Holstein
8,4.59,2.93,4.75,65119458,2.56,37.81,Holstein
0,4.05,3.41,3.78,65124640,3.65,30.17,Holstein
11,4.35,3.58,4.46,65088906,1.9,38.42,Rjava
4,4.24,4.11,4.47,65111779,1.12,41.29,Lisasta
7,3.21,3.21,4.59,65105906,2.19,37.71,Lisasta
0,4.18,3.35,4.82,65126273,1.16,46.78,Rjava
0,5.56,4,4.26,65126272,0.41,49.75,Rjava
0,5.3,3.79,4.39,65122482,0.95,49.45,Holstein
4.8,5.08,3.83,4.6,65093607,0.31,43.49,Lisasta
0,3.07,3.25,4.62,65125099,1.26,44.26,Lisasta
18.4,4.17,3.69,4.5,65119507,0.97,43.22,Holstein
10,3.58,3.36,4.11,65116640,3.45,33.98,Holstein
18.4,3.26,3.32,4.8,65085692,1.27,44.15,Holstein
0,4.64,3.84,4.79,65122671,0.45,49.06,Lisasta
10.8,3.84,3.12,4.53,65120509,2.46,36.52,Lisasta
6.7,4.04,4.02,4.41,65120508,2.15,36.24,Lisasta
5.1,3.64,2.98,4.58,65100967,1.58,40.44,Lisasta
6.4,3.13,3.83,4.58,65092225,1.14,40.99,Rjava
12,4.6,4.15,4.14,65091235,0.18,46.53,Rjava
0,3.62,3.03,4.68,65122249,2.25,39.43,Lisasta
0,4.59,3.53,4.61,65125681,0.42,50.65,Lisasta
8.5,4.44,2.93,4.85,65085372,3.31,33.91,Holstein
10.8,4.65,3.75,4.26,65091776,1.29,39.54,Rjava
7.8,4.76,3.33,4.53,65089025,1.75,40.66,Rjava
8.4,4.15,3.72,4.77,65107423,0.06,48.51,Lisasta
6.6,3.67,3.58,4.5,65099492,1.52,42,Lisasta
0,3.99,3.47,3.94,65125645,2.97,34.88,Holstein
3,5.02,4.29,4.38,65092343,1.58,35.21,Lisasta
13.3,4.37,3.38,4.27,65100578,1.21,43.25,Lisasta
0,5.26,4.26,4.5,65120307,0.45,47.81,Holstein
7,3.29,3.21,4.23,65091314,1.84,36.29,Lisasta
10.9,4.2,3.83,4.28,65115636,1.35,41.29,Rjava
6,4.86,3.99,3.62,65107736,2.42,35.45,Rjava
0,3.58,3.17,4.4,65122345,1.62,46.4,Lisasta
0,3.6,2.87,4.28,65126177,2.84,37.05,Holstein
4.4,4.19,3.69,4.33,65110914,1.25,44.35,Lisasta
10.4,3.29,3.49,4.4,65091415,1.84,38.25,Lisasta
11,4.09,3.22,4.5,65088953,1.15,45.48,Lisasta
5.3,3.74,4.29,4.4,65119487,0.36,46.26,Lisasta
0,4.77,3.89,4.46,65125594,0.89,45.33,Holstein
8,3.94,3.82,4.7,65107193,1.4,41.54,Lisasta
10.9,4.84,3.64,4.44,65085539,1.26,43.81,Lisasta
14,4.33,3.67,4.46,65093654,1.86,37.75,Lisasta
10.6,4.87,4.09,4.34,65099591,0.71,45.01,Lisasta
4,5.84,4.24,4.5,65120432,0.18,52.47,Lisasta
6.3,3.97,3.39,4.28,65106259,1.35,39.77,Lisasta
0,5.16,3.39,4.42,65125242,1.96,42.59,Lisasta
25.8,3.51,3.41,4.33,65097050,2.48,34.39,Holstein
7,3.63,3.89,4.18,65088907,1.66,38.2,Rjava
7,4.32,4.05,4.47,65085523,1.21,41.33,Lisasta
0,3.74,3.75,4.43,65122279,0.77,44.25,Lisasta
8.5,2.84,3.72,4.52,65088579,2.48,35.84,Holstein
10,5.78,4.18,4.52,65107807,0.34,48.5,Lisasta
9,3.48,2.67,4.56,65094043,1.95,38.73,Rjava
5,5.73,3.52,4.23,65100788,1.83,38.34,Rjava
3.6,4.36,4.12,4.21,65102361,0.89,45.29,Lisasta
10.3,3.85,3.18,5.06,65088441,0.82,47.52,Rjava
18.8,3.88,2.97,4.89,65088229,2.2,39.25,Holstein
4,4.39,3.77,4.53,65089102,2.55,36.07,Lisasta
6.4,4.75,3.63,4.1,65117070,2.64,35.49,Lisasta
4,3.19,3.73,3.36,65113014,6.19,11.79,Lisasta
11,2.68,3.26,4.65,65085256,1.06,45.33,Rjava
13.2,4.25,4.1,4.72,65120155,0.28,50.98,Rjava
5.7,3.92,3.85,4.24,65106382,2.1,37.25,Lisasta
7.4,3.95,3.29,4.33,65120244,2.34,38.71,Holstein
7,5.21,3.62,4.63,65117238,1.39,44.89,Holstein
11,3.82,3.43,4.12,65102579,2.07,40.54,Holstein
11.6,4.23,3.06,4.68,65110425,1.95,42.62,Lisasta
12.2,3.72,3.24,4.43,65110545,1.94,40.75,Lisasta
5.8,4.27,3.75,3.05,65088145,1.62,37.74,Rjava
8.8,4.32,3.71,4.14,65115423,2.46,37.32,Holstein
6.2,4.13,3.42,4.37,65107217,0.96,44.84,Rjava
11,5.08,4.13,4.3,65093805,0,47.21,Lisasta
5,4.27,4.3,4.3,65097511,0,45.88,Rjava
6.7,3.7,3.99,4.13,65091473,2.25,31.85,Lisasta
7.2,4.68,4.03,4.4,65100683,0.33,43.98,Holstein
13.6,4.26,3.51,4.64,65119391,1.96,40.9,Lisasta
9.4,4.78,4.43,3.62,65097051,2.16,32.27,Holstein
34.7,4.02,3.63,4.55,65097052,1.16,42.23,Holstein
6.8,4.25,4.25,4.21,65110728,1.76,37.27,Holstein
14.4,2.94,3.71,4.5,65091502,1.63,38.8,Holstein
4.7,4.52,3.63,4.13,65088314,1.26,43.47,Lisasta
10.4,6.64,3.53,3.84,65120482,2,42.1,Lisasta
5,3.26,3.56,4.71,65102310,1.12,42.67,Rjava
7.5,4.43,3.82,4.4,65099344,1.8,39.35,Lisasta
0,4.76,3.9,4.35,65124407,0.53,46.69,Lisasta
11.2,4.37,3.09,4.74,65096940,1.54,41.49,Lisasta
16,3.91,2.91,4.57,65097145,2.1,39.78,Lisasta
4.9,3.33,2.99,3.7,65091313,3.4,27.85,Lisasta
9.6,5.34,4.07,4.27,65099343,1.35,40.92,Rjava
6,4.04,4.19,4.57,65115455,0.51,45.27,Rjava
0,3.98,3.43,3.71,65122346,3.8,32.68,Lisasta
7.1,4.6,3.62,4.65,65115694,1.7,43.16,Lisasta
0,2.2,3.93,3.67,65124479,2.97,28.88,Lisasta
5.1,3.7,3.72,4.58,65100579,0.77,44.4,Lisasta
5.5,1.68,4.64,4.76,65119446,0,54.04,Lisasta
7.5,3.91,3.86,4.53,65111959,1.26,42.11,Holstein
0,4.23,3.75,4.23,65125488,0.56,46.91,Lisasta
0,4.48,3.11,4.75,65125163,1.91,42.53,Lisasta
4.3,3.55,2.91,4.96,65122054,1.37,43.12,Lisasta
8.1,4.99,3.47,4.6,65096757,0.59,49.04,Lisasta
10,4.25,3.51,3.8,65088831,4.3,25.12,Lisasta
7.7,3.49,2.72,4.65,65087850,2.59,36.24,Holstein
20.6,4.08,3.01,4.69,65091503,1.2,43.06,Holstein
10,3.21,3,4.23,65111937,2.96,34.67,Lisasta
0,4.75,4,4.33,65122565,2.31,37.34,Holstein
0,4.19,3.75,4.4,65125511,1.37,41.29,Lisasta
9.3,5.01,3.91,4.33,65099418,1.47,42.72,Lisasta
8.2,4.05,3.89,4.49,65091287,0.4,43.86,Lisasta
8.1,3.67,3.72,4.02,65093493,2.64,30.64,Rjava
4.8,5.17,4.63,4.64,65104672,0,50.36,Rjava
9.6,4.02,3.74,4,65088682,2.2,35.02,Rjava
10.2,3.13,3.3,4.42,65092262,2.1,37.64,Rjava
15,4.18,3.56,4.62,65085693,1.42,42.87,Holstein
20.3,3.99,3.6,4.52,65085694,1.13,44.2,Holstein
15,3.12,2.98,4.48,65085167,1.9,41.2,Holstein
5.6,4.27,3.81,4.54,65089232,1,44.86,Lisasta
5.9,3.85,3.62,4.81,65088008,0.68,46.03,Rjava
5,3.4,3.12,4.55,65105592,2.08,39.38,Lisasta
11.6,4.57,3.38,4.24,65093564,2.12,37.47,Holstein
4.4,4.08,2.58,2.87,65097188,3.99,28.87,Lisasta
9.7,3.83,3.64,4.29,65089174,2.05,37.31,Lisasta
2,5.85,5.3,2.93,65119915,2.62,34.78,Lisasta
4.3,3.7,4.24,3.84,65085499,3.51,27.46,Lisasta
0,3.44,3.4,3.98,65112045,3.87,27.68,Holstein
14.4,3.84,3.21,4.38,65110499,1.81,41.44,Rjava
4.1,2.85,3.64,4.52,65104773,0.91,46.09,Lisasta
0,3.55,3.35,4.63,65122566,2.16,39.64,Holstein
12.8,4.46,3.96,4.54,65116411,1.16,44.01,Holstein
7.2,5.69,4.21,4.42,65107808,0,52.48,Lisasta
6.4,5.17,3.83,4.44,65120009,1.73,42.95,Holstein
10.4,4.13,3.47,4.51,65113015,1.42,43.42,Holstein
0,4.63,4.46,3.95,65124641,1.36,42.84,Holstein
11.4,4.04,3.55,4.47,65091562,0,48.49,Lisasta
11.2,3.85,3.9,4.5,65116682,0.8,46.72,Rjava
8.6,4.69,3.93,4.75,65119811,0.5,48.27,Holstein
6,4.2,3.77,4.32,65104441,2.27,39.08,Lisasta
0,4.81,3.79,4.42,65125567,0.8,46.01,Rjava
0,3.68,3.04,4.57,65125714,2.02,42.49,Holstein
8.5,4.89,3.11,4.53,65122055,1.59,43.51,Lisasta
4.5,5.61,3.64,4.43,65100653,1.59,40.78,Rjava
10,5.37,4.31,4.42,65097490,0,51.18,Rjava
8.4,3.96,3.53,4.59,65105562,1.01,44.91,Lisasta
11,2.63,4.07,4.26,65090909,2.62,29.46,Lisasta
11,4.24,3.67,4.61,65088908,0.84,46.23,Rjava
4,4.89,4.34,3.99,65105922,1.1,42.46,Rjava
5,3.65,3.85,4.68,65100850,0.68,44.66,Lisasta
13.1,4.58,2.91,4.49,65085242,2.4,36.01,Holstein
10,3.87,3.58,4.31,65104453,2.59,35.19,Lisasta
15.6,3.13,3.01,4.6,65088230,2.44,40.16,Holstein
10.2,3.55,3.84,4.73,65105875,1.35,40.97,Lisasta
3,4.33,3.18,4.32,65105593,2.5,35.9,Lisasta
3,3.93,3.14,3.73,65094341,5.56,16.66,Lisasta
5.6,5.19,4.54,4.28,65085330,0.37,45.58,Holstein
3,6.25,4.66,4.21,65106261,0.01,49.1,Holstein
12.5,4.09,3.29,4.34,65088491,2.1,37.85,Holstein
0,3.87,3.59,4.32,65124769,1.45,43.4,Holstein
7.3,4.13,4.27,4.16,65110650,0.45,43.72,Rjava
10.8,2.4,3.43,4.42,65115589,1.08,44.68,Rjava
6.8,5.14,3.48,4.75,65105471,1.44,43.49,Lisasta
9.2,3.9,3.36,4.36,65107365,2.89,33.67,Holstein
0,5.13,4,4.89,65122530,0.83,46.15,Rjava
9.3,4.95,4.29,4.34,65090714,0,51.28,Lisasta
5.3,4.01,3,4.55,65100789,2.01,39.6,Rjava
16.4,4.11,3.14,4.64,65102328,2.43,39.78,Holstein
9.6,2.87,2.97,3.87,65119460,4.09,27.12,Holstein
16.1,4.31,3.94,4.52,65090853,0.68,41.37,Holstein
5.8,4.69,3.77,4.53,65115365,1.48,42.03,Holstein
7.6,4.31,3.43,4.54,65110916,2.16,36.22,Lisasta
7.4,5.12,3.21,4.54,65089057,2.18,39.43,Rjava
9,4.05,3.72,4.29,65092226,1.83,37.75,Rjava
10.2,4.23,3.7,4.49,65100580,1.63,40.47,Lisasta
3.1,5.56,4.61,4.19,65119921,0.02,52.28,Lisasta
6,4.33,3.81,4.2,65099456,2.13,36.03,Lisasta
12.4,4.02,3.37,4.62,65117184,0.65,46,Lisasta
6.6,4.46,4.38,4.72,65111780,0,49.12,Lisasta
14.4,3.51,2.77,4.54,65097146,2.25,36.35,Lisasta
8,5.12,3.53,4.27,65107714,1.73,41.99,Holstein
0,4.4,4.14,4.8,65126398,0.26,50.09,Lisasta
10,3.59,2.66,4.7,65094354,2.38,37.53,Lisasta
0,3.66,2.97,4.35,65122575,2.44,41.12,Holstein
8.6,4.84,4.44,4.59,65115173,0.39,47.5,Holstein
11.6,4.03,3.03,4.59,65097147,1.86,40.41,Lisasta
3.2,4.13,3.61,4.27,65121934,2.49,37.59,Lisasta
24.7,3.34,2.86,4.61,65085695,2.44,37.63,Holstein
8.9,4.81,3.65,4.31,65097016,1.29,42.02,Holstein
6.6,4.97,3.19,4.7,65091493,1.24,42.92,Lisasta
4.4,3.83,3.49,4.41,65089231,2.67,34.35,Lisasta
7.4,4.2,3.73,4.59,65089158,1.02,45.03,Lisasta
9.4,3.77,2.65,4.28,65111938,2.95,36.21,Holstein
3.3,5.69,4.2,4.28,65089101,0.24,50.51,Lisasta
3.6,4.37,3.1,3.97,65122056,3.48,30.15,Lisasta
20.4,3.13,3.1,4.98,65110729,1.08,47.49,Holstein
13.1,5.24,3.35,4.49,65119508,1.88,41.41,Holstein
7,3.54,3.46,4.89,65087996,0,49.7,Lisasta
0,3.3,3.34,4.29,65122207,3.8,28.15,Lisasta
15.8,3.9,4.07,4.41,65104331,1.09,43.17,Holstein
13,6.61,3.31,4.47,65117125,1.42,42.85,Lisasta
5.2,4.57,3.95,4.16,65104658,0,49.26,Rjava
6.2,7.01,4.72,3.9,65116409,0.62,46.65,Holstein
9,3.3,2.93,4.75,65117239,1.99,42.82,Holstein
0,4.27,3.3,4.51,65122344,2.88,39.66,Lisasta
9.6,4.42,3.82,4.24,65093719,1.09,42.9,Holstein
7.9,3.18,3.21,4.28,65119424,3.71,30.68,Holstein
21,3.7,3.7,4.69,65107511,0.69,47.33,Holstein
7.5,3.7,3.55,4.4,65107696,1.78,39.78,Lisasta
13,4.12,3.48,4.72,65119810,1.53,42.99,Holstein
8,4.47,3.68,4.72,65107613,0.68,48.57,Lisasta
0,5.95,4.33,4.42,65122532,0.32,48.78,Rjava
5.8,3.77,3.64,4.02,65119488,1.93,38.12,Lisasta
0,3.81,3.33,4.55,65126287,2.52,36.29,Lisasta
12,5.28,4.03,4.42,65110426,0.49,49.36,Lisasta
16.8,4.15,3.55,4.53,65088507,1.88,42.22,Lisasta
3.8,5.58,3.98,4.13,65107412,1.09,42.81,Holstein
8.1,4.3,3.85,3.86,65105144,1.88,37.81,Rjava
12.4,3.73,3.37,4.48,65088830,1.69,40.7,Lisasta
0,4.36,3.72,4.61,65125566,1.08,46.17,Rjava
7.2,3.58,3.04,4.81,65101111,1.67,40.83,Lisasta
4.5,5.09,3.8,4.27,65089058,1.14,42.18,Holstein
0,4.03,3.88,4.43,65125739,0.94,44.24,Lisasta
12.6,4.91,4.13,4.29,65089757,0,46.26,Holstein
6.3,6.16,4.03,3.86,65085110,2.65,35.32,Lisasta
5.8,5.62,3.77,4.68,65091576,1.38,40.09,Lisasta
11,2.4,3.59,4.75,65105876,0.2,51.74,Lisasta
4,4.66,3.67,4.55,65120246,0.87,44.08,Rjava
0,3.59,2.49,4.64,65112046,2.84,37.84,Holstein
8,2.75,3.25,4.53,65105935,2.25,39.21,Holstein
11,4.34,2.83,4.05,65105936,4.6,25.4,Holstein
4.1,4.59,4.61,3.07,65093934,4.35,18.52,Holstein
11.2,3.55,3.7,4.16,65093935,1.45,40.29,Holstein
6.4,4.96,3.82,4.28,65105669,1.64,43.4,Holstein
7.6,4.44,3.8,4.29,65105505,1.31,41.43,Lisasta
0,3.35,4.16,4.39,65124903,0.72,46.41,Holstein
0,4.11,3.59,4.45,65122347,0.85,49.99,Lisasta
10,4.79,3.94,4.35,65110557,1.52,40.07,Holstein
3,4.06,3.98,3.89,65102519,1.29,40.89,Lisasta
0,2.68,3.27,4.48,65124642,2.19,39.76,Holstein
4.9,5.47,3.88,3.97,65110708,1.83,37.16,Lisasta
14,4.97,2.98,4.64,65107194,2.19,38.81,Lisasta
16.6,4.37,3.83,4.86,65116499,0,53.95,Lisasta
5.3,4.73,3.58,4.4,65115236,1.94,41.61,Lisasta
6.9,5.07,4.2,4.03,65099667,1.5,38.61,Holstein
0,4.5,3.89,4.31,65125299,0,59.5,Lisasta
0,3.88,3.75,4.74,65126091,0.9,50.23,Holstein
3.6,7.42,5.35,4.7,65115124,0,60.34,Lisasta
0,3.67,3.45,4.53,65122533,2.25,36.84,Holstein
8.4,3.03,3.27,4.46,65088955,3.06,31.96,Lisasta
6.4,3.88,3.47,4.92,65088954,1.65,40.97,Lisasta
5.6,4.44,4.37,4.11,65097211,1.34,36.05,Lisasta
6.8,4.19,4.05,4.03,65115637,1.02,42.33,Rjava
5,5.43,4.6,4.19,65085434,0,52.64,Rjava
14.2,3.41,3.18,4.41,65113016,1.18,45.15,Lisasta
4.8,4.18,3.03,4.23,65120000,2.47,37.58,Lisasta
11.2,2.89,3.37,4.49,65091563,1.31,38.41,Lisasta
13.6,3.73,3.42,4.86,65090729,0.42,44.17,Lisasta
7.5,4.19,3.18,4.51,65096848,1.64,41.99,Rjava
4.8,3.7,3.48,4.72,65091054,1.1,43.16,Lisasta
3,5.03,4.32,4.73,65085531,0.41,47.35,Lisasta
9.5,3.35,3.4,4.09,65110730,2.52,34.85,Holstein
13.2,3,3.14,4.51,65111843,2.18,39.4,Lisasta
46.3,4.3,3.79,4.19,65105194,1.92,36.16,Holstein
6.4,3.43,3.89,3.34,65120417,4.55,20.28,Lisasta
5.2,3.97,3.72,4.69,65091873,0.11,45.95,Rjava
12.6,4.07,3.27,4.82,65106013,1.25,44.87,Lisasta
8.4,5.59,4.44,4.45,65104684,0,50.81,Rjava
6.8,4.55,4.07,4.38,65096813,0.27,45.53,Rjava
8.6,3.54,3.4,4.31,65088377,2.55,35.15,Rjava
7.5,3.38,3.11,4.8,65107252,2.03,40.05,Holstein
4.6,5.23,3.95,4.62,65088304,0.99,47.17,Lisasta
6.8,4.61,4.11,5.13,65105493,0,49.77,Lisasta
7.5,3.83,4.07,4.13,65104789,0.84,43,Holstein
9,3.17,3.4,4.32,65097148,2.77,31.91,Holstein
5,5.75,4.69,4.2,65097170,0,56.4,Lisasta
9.8,5.89,4.04,4.31,65100684,0.16,49.28,Holstein
0,3.7,3.89,4.48,65125119,1.53,41.47,Lisasta
0,8.03,3.17,4.46,65122483,2.83,44.03,Holstein
0,5.57,3.89,4.47,65122363,0.75,46.98,Lisasta
13.6,4.64,3.71,4.8,65120157,0.4,50.64,Rjava
12.8,4.61,4.03,4.69,65120156,0.36,48.45,Rjava
6.8,3.62,3.91,4.55,65088255,0,47.29,Lisasta
8.2,2.71,3.13,4.34,65117126,2.69,37.12,Lisasta
9,5.1,3.95,4.77,65116204,0.88,45.92,Lisasta
0,3.07,3.17,5.07,65124741,1.55,44.94,Holstein
0,4.88,3.96,4.35,65126178,0.86,49.21,Lisasta
14.2,3.54,3.16,4.65,65090969,2.15,34.99,Holstein
9.4,4.36,4.04,4.58,65092378,0.46,43.99,Rjava
28.6,2.76,3.1,4.2,65097053,3.72,28.41,Holstein
5.4,2.89,4.09,4.35,65105506,1.79,36.63,Lisasta
9.6,6.24,3.73,3.95,65085574,2.78,33.7,Holstein
0,2.83,3.87,4.57,65124480,0.14,48.37,Lisasta
15.4,3.32,2.51,4.89,65105937,2.37,40.18,Holstein
9.8,4.84,3.58,4.35,65119425,1.71,43.3,Holstein
11,4.98,3.78,4.67,65116972,0.44,51.08,Lisasta
4.6,4.16,3.7,4.32,65121858,2.83,34.47,Lisasta
5.2,3.52,3.57,4.19,65093789,1.84,39.02,Holstein
0,3.7,3.16,4.55,65124592,2.34,39.45,Holstein
7.5,3.07,2.91,4.17,65088811,3.44,30.49,Lisasta
17.2,3.62,3.88,4.63,65104790,1.37,42.08,Holstein
8,4.57,3.36,4.13,65104487,2.41,37.66,Holstein
17,3.58,3.04,4.89,65097528,1.15,41.82,Rjava
11.3,4.47,3.63,4.52,65091110,0.3,47.01,Rjava
5.3,3.87,3.8,4.69,65088444,0.28,44.9,Rjava
4.7,4.4,3.07,4.3,65087851,2.44,36.55,Holstein
17.1,5.08,3.24,4.67,65094054,1.2,44.24,Holstein
8,4.4,3.5,4.5,65091957,1.4,41.15,Lisasta
14,4.98,3.03,4.39,65107610,1.94,38.12,Holstein
13.5,3.89,3.66,4.61,65115575,1.02,44.96,Rjava
8.2,4.24,3.51,4.78,65089790,1.09,44.13,Lisasta
10.6,4.73,3.01,4.53,65115625,2.47,35.39,Holstein
6,3.26,3.06,3.85,65091668,5.11,18.36,Holstein
7,5.39,3.53,4.43,65117240,0.96,48.13,Holstein
4,3.68,3.76,4.27,65107648,2.51,33.23,Lisasta
7.8,5.16,4.34,4.29,65116412,0.17,48.11,Holstein
9,4.44,3.27,4.55,65116413,1.98,41.14,Holstein
23.8,4.69,3.13,4.82,65107512,1.35,44.96,Holstein
5.7,4.7,4.01,3.93,65115875,2.71,33.97,Holstein
3,4.31,4.49,4.14,65112114,1.9,37.25,Holstein
6.9,3.32,4.23,4.23,65120465,0.24,48.97,Lisasta
