SEKVENCA,SIFRA,ZAPISNIK,DATUM_ZAP,ZAP_ST,DRZ_KRAVE,ST_KRAVE,KG_MLEKA,MASC,BELJ,LAKT,SS,NSS,CELICE,DAT_ANA,CAS_ANA,UREA,ANPRENOS_ID_SEQ,METODA,CAS_KON,VRSTICA,JE_SEQ,ZMRZISCE,AND_ID_SEQ,BHB,ACETON,OPOMBA,RCT,A30,PASMA,LETOROJ,MLEKOPV,BELJKGPV,MASCKGPV,BELJODSPV,MASCODSPV,ZAPTEL,DATTEL,Dat_Analiza,Dat_tel,DIM
2060837,22659,555691,2017-11-27,1,SI,23096853,1.5,4.59,4.68,3.66,9.05,0,1058,2017-11-30,NA,0.004,65100745,0,2,NA,NA,0,6762,0,0,NA,2.42,30.77,Lisasta,2005,77.4,84.4,104.3,112.6,78.5,7,30.06.2016,2017-11-29,2016-06-30,517
2062345,15997,555378,2017-11-22,1,SI,63172603,4.8,3.19,3.86,4.64,9.21,0,95,2017-11-24,NA,0.019,65089955,0,2,NA,NA,0,6750,0,0,NA,1.41,39.36,Holstein,2006,99.7,101.1,107.7,95.4,107.4,7,16.11.2016,2017-11-23,2016-11-16,372
2062414,9627,556344,2017-12-06,1,SI,73167787,0,5.21,3.53,4.71,8.96,0,321,2017-12-08,NA,0.024,65122359,0,2,NA,NA,0,6791,0,0,NA,1.49,43.07,Lisasta,2006,102.2,104.7,89,105.2,98.6,9,31.05.2017,2017-12-07,2017-05-31,190
2063262,6172,555780,2017-11-30,1,SI,03098132,10,3.5,3.5,4.59,8.8,0,234,2017-12-01,NA,0.016,65104452,0,1,NA,NA,0,6765,0.01,-0.02,NA,1.46,41.82,Lisasta,2006,122.2,114.6,78.7,91.1,109.6,9,18.03.2017,2017-11-30,2017-03-18,257
2066267,4243,556453,2017-12-06,1,SI,43171532,0,3.88,3.42,4.56,8.69,0,942,2017-12-08,NA,0.012,65125401,0,2,NA,NA,0,6791,0.03,-0.01,NA,1.33,45.22,Lisasta,2006,104.4,97,97.8,75.3,102.5,11,25.11.2017,2017-12-07,2017-11-25,12
2067694,7345,555352,2017-11-23,1,SI,73173108,12.8,3.73,3.49,4.31,8.51,0,415,2017-11-24,NA,0.017,65089404,0,2,NA,NA,0,6750,0,0,NA,1.47,39.38,Lisasta,2005,114.1,112.4,92.6,97.9,108.8,9,04.05.2017,2017-11-23,2017-05-04,203
2073321,30928,555490,2017-11-27,1,SI,83174311,4,4.16,3.76,4.33,8.8,0,247,2017-11-27,NA,0.021,65091953,0,1,NA,NA,0,6750,0,0,NA,1.33,41.05,Lisasta,2006,100.1,104.1,97.2,108.2,99.6,9,03.10.2016,2017-11-26,2016-10-03,419
2073344,31693,556441,2017-12-05,1,SI,33173061,0,5.03,3.97,4.28,8.96,0,4797,2017-12-08,NA,0.015,65125270,0,2,NA,NA,0,6791,0,0,NA,0.88,44.61,Lisasta,2005,92.7,95.1,95.1,91.4,92.4,7,18.10.2016,2017-12-07,2016-10-18,415
2073802,31797,555600,2017-11-28,2,SI,23171998,7.2,3.6,3.7,4.15,8.56,0,803,2017-11-29,NA,0.023,65096857,0,1,NA,NA,0,6756,0,0,NA,1.67,36.84,Lisasta,2006,98.4,100.3,96.4,111.2,97.7,9,12.01.2017,2017-11-28,2017-01-12,320
2077615,8323,555588,2017-11-27,1,SI,43170658,4.6,5.24,3.94,4.01,8.66,0,1674,2017-11-28,NA,0.006,65094316,0,1,NA,NA,0,6753,0,0,NA,1.33,42.48,Lisasta,2005,93,95.1,98.5,111.4,91,10,01.01.2017,2017-11-27,2017-01-01,330
2080951,7925,556362,2017-12-06,1,SI,53096984,0,4.04,3.67,4.05,8.43,0,750,2017-12-08,NA,0.013,65124430,0,2,NA,NA,0,6791,0.01,-0.05,NA,1.27,43.29,Lisasta,2006,133.9,137,91.5,101.3,129.2,8,17.05.2017,2017-12-07,2017-05-17,204
2083912,22590,556256,2017-12-05,1,SI,73098355,4.5,4.64,3.18,4.43,8.32,0,93,2017-12-07,NA,0.033,65119995,0,2,NA,NA,0,6784,0.06,-0.01,NA,2.43,37.27,Lisasta,2006,84.9,86.6,91.9,91.4,83,9,28.04.2017,2017-12-06,2017-04-28,222
2084213,30941,555949,2017-12-04,1,SI,52840450,11.3,4.72,4.11,4.34,9.15,0,851,2017-12-04,NA,0.013,65107605,0,1,NA,NA,0,6771,0,0,NA,1.09,44.19,Rjava,2005,105.7,104.1,112.4,107.2,109.4,8,03.12.2016,2017-12-03,2016-12-03,365
2084610,31673,555417,2017-11-24,2,SI,23173660,7.4,3.33,3.18,4.46,8.35,0,21,2017-11-27,NA,0.012,65091285,0,1,NA,NA,0,6750,0,0,NA,1.39,41.75,Lisasta,2006,79.8,79.8,71.3,92.6,71.3,10,24.09.2017,2017-11-26,2017-09-24,63
2089598,846,555342,2017-11-23,2,SI,93176491,4,4.76,3.52,4.73,8.96,0,264,2017-11-24,NA,0.002,65089219,0,2,NA,NA,0,6747,0,0,NA,1.34,43.3,Lisasta,2005,88.5,91.2,85.5,101.3,84.1,10,17.03.2017,2017-11-23,2017-03-17,251
2091993,178,556477,2017-12-06,1,SI,23216659,0,5.35,3.64,4.62,8.97,0,1456,2017-12-08,NA,0.01,65125794,0,2,NA,NA,0,6791,-0.03,-0.11,NA,1.17,44.97,Rjava,2006,134.3,138.3,107.4,110.8,136.4,9,08.11.2017,2017-12-07,2017-11-08,29
2094291,8060,556092,2017-12-04,1,SI,33169398,8.4,4.04,3.91,4.04,8.66,0,267,2017-12-06,NA,0.019,65115635,0,1,NA,NA,0,6780,0.05,-0.03,NA,2.48,35.73,Rjava,2006,147.7,143.9,93.4,94.7,141.8,6,01.11.2016,2017-12-05,2016-11-01,399
2096139,3736,555214,2017-11-23,2,SI,13169503,14.4,3.61,3.13,4.58,8.42,0,43,2017-11-24,NA,0.017,65087866,0,1,NA,NA,0,6747,0,0,NA,2.34,38.48,Holstein,2006,97.3,90.7,116.2,88.2,112.6,8,26.08.2017,2017-11-23,2017-08-26,89
2096648,9212,555221,2017-11-22,2,SI,13176286,5.8,3.5,3.15,4.84,8.7,0,40,2017-11-24,NA,0.027,65087994,0,2,NA,NA,0,6747,0,0,NA,1.93,38.75,Lisasta,2006,92.3,92.8,81.4,99.2,85.8,9,15.07.2017,2017-11-23,2017-07-15,131
2105237,5301,555289,2017-11-23,1,SI,43178412,16.5,3.22,3.25,4.83,8.8,0,64,2017-11-24,NA,0.014,65088504,0,1,NA,NA,0,6747,-0.02,-0.06,NA,1.02,44.16,Lisasta,2006,108.5,111.4,100.5,114.7,107.5,9,12.10.2017,2017-11-23,2017-10-12,42
2108059,20033,555831,2017-11-29,2,SI,03103236,10,4.84,3.42,4.32,8.45,0,127,2017-12-01,NA,0.011,65105291,0,2,NA,NA,0,6765,0,-0.09,NA,1.68,42.57,Lisasta,2006,112.4,111.2,88.6,96.5,105.7,10,23.06.2017,2017-11-30,2017-06-23,160
2111288,22784,555849,2017-11-29,1,SI,03177398,4.6,3.19,3.39,3.44,7.55,0,981,2017-12-01,NA,0.012,65105501,0,1,NA,NA,0,6765,0,0,NA,4.62,21.45,Lisasta,2006,95.7,95,96.6,89.6,94.9,9,09.05.2017,2017-11-30,2017-05-09,205
2114540,8897,555325,2017-11-22,1,SI,13184142,6.4,3.13,3.68,4.26,8.66,0,298,2017-11-24,NA,0.01,65088929,0,1,NA,NA,0,6747,0,0,NA,2.1,37.21,Rjava,2006,102,105.7,93.1,111.4,101.3,8,17.06.2017,2017-11-23,2017-06-17,159
2115049,3736,555214,2017-11-23,3,SI,13216296,8.2,3.74,2.89,4.63,8.23,0,48,2017-11-24,NA,0.03,65087867,0,1,NA,NA,0,6747,0,0,NA,1.35,44.29,Holstein,2006,92.4,97.1,102,111.8,92.4,8,04.11.2017,2017-11-23,2017-11-04,19
2117176,11424,555322,2017-11-23,1,SI,33231118,11.8,3.98,3.67,4.47,8.85,0,3481,2017-11-24,NA,0.013,65088826,0,2,NA,NA,0,6747,0,0,NA,1.96,39.88,Lisasta,2006,104.7,109.7,115.9,117.7,113.4,9,27.08.2017,2017-11-23,2017-08-27,88
2118714,3220,556433,2017-12-07,2,SI,03177965,0,5.37,3.71,4.58,8.99,0,136,2017-12-08,NA,0.02,65125184,0,1,NA,NA,0,6791,0,0,NA,1,48.93,Lisasta,2006,105.3,105.6,117.3,98.4,112.2,9,08.03.2017,2017-12-07,2017-03-08,274
2119386,11626,556252,2017-12-04,1,SI,63180758,9,3.04,3.28,4.73,8.72,0,70,2017-12-07,NA,0.012,65119942,0,2,NA,NA,0,6784,-0.02,-0.02,NA,0.98,46,Lisasta,2006,99.2,95.3,84.5,86.4,91.9,9,16.06.2017,2017-12-06,2017-06-16,173
2119598,6753,555198,2017-11-23,1,SI,23178971,14.1,5.06,3.99,4.52,9.22,0,114,2017-11-23,NA,0.017,65085691,0,1,NA,NA,0,6747,-0.02,-0.09,NA,0.76,46.03,Holstein,2006,130.2,125.9,95.7,94.3,123,6,14.06.2015,2017-11-22,2015-06-14,892
2121351,3937,555789,2017-11-29,1,SI,23184275,2.2,3.67,3.76,4.81,9.28,0,73,2017-12-01,NA,0.019,65104650,0,2,NA,NA,0,6765,0,0,NA,0.19,47.47,Lisasta,2006,69.2,67.2,80.6,103.8,65.9,10,23.04.2017,2017-11-30,2017-04-23,221
2122688,1851,556298,2017-12-04,1,SI,13208024,9.5,3.74,3.75,3.89,8.35,0,741,2017-12-07,NA,0.013,65120243,0,2,NA,NA,0,6784,0,0,NA,3.76,24.55,Rjava,2006,97,95,96.1,77.6,95.7,8,24.01.2017,2017-12-06,2017-01-24,316
2125478,21700,556217,2017-12-04,1,SI,53180890,10.1,3.43,3.34,4.31,8.36,0,139,2017-12-06,NA,0.037,65117165,0,2,NA,NA,0,6784,0.06,0.03,NA,1.89,41.39,Lisasta,2006,111.1,109.8,91.9,89.2,106.3,8,08.04.2017,2017-12-05,2017-04-08,241
2126961,2991,556443,2017-12-07,1,SI,23184244,0,3.87,3.37,4.64,8.71,0,107,2017-12-08,NA,0.012,65125297,0,1,NA,NA,0,6791,0,0,NA,0.91,48.05,Lisasta,2006,88.8,85.9,86.8,80,84.6,8,09.07.2016,2017-12-07,2016-07-09,516
2130111,8594,556382,2017-12-06,1,SI,63179868,0,5.24,3.75,4.24,8.7,0,240,2017-12-08,NA,0.021,65124639,0,2,NA,NA,0,6791,0.09,-0.04,NA,2.19,40.8,Holstein,2006,100.1,97.9,111.9,97.2,105.3,8,05.10.2016,2017-12-07,2016-10-05,428
2133064,15948,555742,2017-11-24,1,SI,23208061,16.4,3.77,2.89,4.34,7.94,0,168,2017-11-30,NA,0.028,65102326,0,1,NA,NA,0,6765,0,0,NA,3,34.91,Holstein,2006,105.1,100.2,90.7,84.1,100.1,8,15.11.2016,2017-11-29,2016-11-15,379
2138948,21397,555209,2017-11-23,2,SI,03241550,10.5,3.55,3.63,4.71,9.05,0,144,2017-11-24,NA,0.008,65087808,0,1,NA,NA,0,6747,0,0,NA,0,52.28,Lisasta,2006,81.3,80.8,78.9,87.9,75.4,10,15.11.2017,2017-11-23,2017-11-15,8
2145906,5355,555353,2017-11-24,2,SI,63241248,7.4,4.27,3.27,4.65,8.63,0,330,2017-11-24,NA,0.007,65089422,0,1,NA,NA,0,6750,0,-0.07,NA,2.15,38.13,Lisasta,2006,77.2,76.4,97.5,93.2,78,10,06.07.2017,2017-11-23,2017-07-06,140
2146045,23154,556368,2017-12-07,1,SI,63099429,0,4.71,4.4,4.36,9.48,0,163,2017-12-08,NA,0.017,65124525,0,2,NA,NA,0,6791,0.04,-0.06,NA,0.97,44.54,Lisasta,2006,126.1,131.6,110.5,113.2,129.8,8,20.11.2016,2017-12-07,2016-11-20,382
2147150,11424,555322,2017-11-23,2,SI,23234796,9.6,3.82,3.74,4.74,9.19,0,251,2017-11-24,NA,0.019,65088827,0,2,NA,NA,0,6747,0,0,NA,0.52,47.77,Lisasta,2006,121,119.5,69.5,93.3,104.6,8,18.10.2017,2017-11-23,2017-10-18,36
2147200,13087,556164,2017-12-05,1,SI,43115752,9.4,5.76,3.91,4.59,9.21,0,49,2017-12-06,NA,0.035,65116238,0,2,NA,NA,0,6780,0.02,-0.1,NA,0.78,48.86,Rjava,2006,119.5,123.8,116.8,113.1,127.3,8,17.06.2017,2017-12-05,2017-06-17,171
2152761,30850,555326,2017-11-22,2,SI,93174729,8,4.39,3.28,4.63,8.62,0,545,2017-11-24,NA,0.001,65088950,0,2,NA,NA,0,6747,0.1,0.06,NA,2.39,36.55,Lisasta,2006,92.3,94.4,101.9,90,94.2,8,31.08.2017,2017-11-23,2017-08-31,84
2157243,10990,555205,2017-11-22,1,SI,73182845,6.5,5.2,4.11,4.48,9.3,0,203,2017-11-23,NA,0.016,65085898,0,2,NA,NA,0,6747,-0.02,-0.1,NA,0.57,47.41,Holstein,2006,138.5,134.6,96.4,89.5,138.1,7,09.07.2016,2017-11-22,2016-07-09,501
2157522,32161,555871,2017-11-30,1,SI,03237162,17.4,4.03,3.85,4.91,9.47,0,16,2017-12-01,NA,0.018,65105966,0,1,NA,NA,0,6765,-0.03,-0.12,NA,0.39,48.63,Lisasta,2006,103.5,109.3,103.1,118.1,106.7,10,05.06.2017,2017-11-30,2017-06-05,178
2161890,8795,556506,2017-12-08,1,SI,63238947,0,3.93,3.38,4.46,8.55,0,136,2017-12-08,NA,0.025,65126394,0,1,NA,NA,0,6795,0,-0.08,NA,1.86,42.67,Holstein,2006,112.3,103.3,79.7,83.9,96.8,8,27.01.2017,2017-12-07,2017-01-27,314
2162135,15631,556468,2017-12-06,2,SI,33238830,0,4.41,4.77,3.84,9.32,0,688,2017-12-08,NA,0.011,65125564,0,2,NA,NA,0,6791,0,0,NA,0.84,42.07,Rjava,2006,96.8,97.4,94.9,109.5,94.3,9,23.12.2016,2017-12-07,2016-12-23,349
2162362,31797,555600,2017-11-28,4,SI,63237575,8,3.3,4.13,4.27,9.11,0,1620,2017-11-29,NA,0.026,65096859,0,1,NA,NA,0,6756,0,0,NA,0.69,42.79,Lisasta,2006,107.6,114.8,98.8,122.1,107.7,7,25.03.2017,2017-11-28,2017-03-25,248
2162425,22784,555849,2017-11-29,2,SI,43242681,4,3.12,3.88,4.47,9.06,0,1255,2017-12-01,NA,0.014,65105502,0,1,NA,NA,0,6765,0,0,NA,1.84,36.11,Lisasta,2006,104.3,101.8,89.7,78.7,100.8,8,10.03.2017,2017-11-30,2017-03-10,265
2167932,3000,555688,2017-11-28,1,SI,03236051,9.7,4.11,3.4,4.54,8.65,0,2381,2017-11-30,NA,0.01,65100651,0,2,NA,NA,0,6762,0.01,-0.09,NA,1.28,42.3,Rjava,2006,109.9,110.1,92.5,99.8,107,9,15.09.2017,2017-11-29,2017-09-15,75
2171708,22667,555701,2017-11-25,2,SI,03128301,4.4,4.24,3.25,4.72,8.68,0,39,2017-11-30,NA,0.018,65100849,0,2,NA,NA,0,6762,0,0,NA,1.96,39.44,Lisasta,2006,68.5,69.4,100.9,87.4,70.3,10,05.07.2017,2017-11-29,2017-07-05,147
2174229,11154,555944,2017-12-04,2,SI,03240906,10,3.54,3.64,4.48,8.83,0,80,2017-12-04,NA,0.024,65107508,0,1,NA,NA,0,6771,-0.02,-0.09,NA,0.98,45.02,Lisasta,2006,103.3,102.4,89.8,101.1,100.7,8,24.09.2017,2017-12-03,2017-09-24,70
2174646,5501,556060,2017-12-04,1,SI,03246720,3.9,3.92,3.73,4.07,8.51,0,147,2017-12-05,NA,0.036,65112245,0,2,NA,NA,0,6775,0,0,NA,3.1,31.11,Lisasta,2006,77.9,82.2,84.9,105.9,74.3,5,16.07.2016,2017-12-04,2016-07-16,506
2177303,6059,556249,2017-12-05,2,SI,13247043,5,3.17,2.88,4.65,8.24,0,76,2017-12-07,NA,0.029,65119914,0,2,NA,NA,0,6784,0,0,NA,2.06,41.75,Rjava,2006,79.5,80.1,80.4,84.4,75.5,8,24.10.2017,2017-12-06,2017-10-24,43
2181763,9099,555213,2017-11-22,1,SI,23244764,3.2,4.18,3.67,4.1,8.48,0,4523,2017-11-24,NA,0.001,65087847,0,2,NA,NA,0,6747,0,0,NA,1.09,41.62,Holstein,2006,82.1,85.2,97.1,95.3,82.6,7,06.08.2017,2017-11-23,2017-08-06,109
2183415,9666,555219,2017-11-22,1,SI,43245086,11.7,3.03,3.21,4.73,8.65,0,44,2017-11-24,NA,0.019,65087963,0,2,NA,NA,0,6747,0,0,NA,1.47,41.09,Lisasta,2006,110.8,110.8,84.7,96.2,104.9,8,25.09.2017,2017-11-23,2017-09-25,59
2183488,9666,555219,2017-11-22,2,SI,13245089,3,2.96,4.01,2.31,7.03,0,3643,2017-11-24,NA,0.015,65087964,0,2,NA,NA,0,6747,0,0,NA,9.52,0,Lisasta,2006,109.7,114.4,92.2,111.1,106.8,8,18.10.2016,2017-11-23,2016-10-18,401
2188351,8319,556199,2017-12-04,2,SI,83258039,8.6,4.63,3.18,4.32,8.22,0,632,2017-12-06,NA,0.011,65116824,0,1,NA,NA,0,6784,0,0,NA,1.82,41.59,Rjava,2006,98.6,97.7,90.1,95.8,95.4,8,09.10.2017,2017-12-05,2017-10-09,57
2189518,990,556353,2017-12-06,1,SI,43257458,0,3.95,3.54,4.42,8.67,0,152,2017-12-08,NA,0.01,65122564,0,2,NA,NA,0,6791,0,0,NA,2.51,35.23,Holstein,2006,102.5,102.2,95.4,84.9,101.9,4,24.07.2016,2017-12-07,2016-07-24,501
2191838,604,556315,2017-12-07,4,SI,53250546,5.6,4.18,3.45,4.67,8.83,0,47,2017-12-07,NA,0.005,65121885,0,1,NA,NA,0,6791,0.03,-0.02,NA,1.93,42.5,Lisasta,2006,88.7,88.9,96,89.7,88.3,8,23.02.2017,2017-12-06,2017-02-23,286
2193065,37688,555182,2017-11-22,2,SI,13287843,5,4.46,2.87,4.3,7.88,0,1062,2017-11-23,NA,0.012,65085451,0,1,NA,NA,0,6747,0,0,NA,2.04,41.12,Holstein,2006,89.4,87.3,80.2,73.6,84.3,5,09.04.2017,2017-11-22,2017-04-09,227
2194950,15727,555224,2017-11-22,1,SI,83287729,4,4.69,3.82,4.07,8.6,0,614,2017-11-24,NA,0.015,65088035,0,2,NA,NA,0,6747,0,0,NA,1.44,40.06,Rjava,2006,92.9,96.8,98.4,102.6,94.2,7,06.08.2016,2017-11-23,2016-08-06,474
2199421,4296,555661,2017-11-28,1,SI,93288413,13.2,3.63,2.72,4.56,8,0,89,2017-11-29,NA,0.011,65099329,0,1,NA,NA,0,6762,0,0,NA,2.35,38.01,Rjava,2006,97.7,96.4,121.9,101,103.7,9,17.09.2017,2017-11-28,2017-09-17,72
2200394,8844,556445,2017-12-07,1,SI,33287205,0,4.67,3.83,4.31,8.85,0,539,2017-12-08,NA,0.033,65125327,0,2,NA,NA,0,6791,0,0,NA,1.96,40.78,Rjava,2006,111.4,109,87.4,89.5,105.8,4,21.05.2016,2017-12-07,2016-05-21,565
2200882,5603,555514,2017-11-23,3,SI,43250750,5.6,4.09,4.09,4.48,9.28,0,144,2017-11-28,NA,0.019,65093604,0,2,NA,NA,0,6753,0.01,-0.1,NA,0.75,41.24,Lisasta,2006,95.4,102.4,106.6,125.5,97.6,7,07.06.2017,2017-11-27,2017-06-07,173
2205178,31661,555223,2017-11-23,1,SI,53257196,4.2,4.75,3.64,4.21,8.55,0,948,2017-11-24,NA,0.019,65088021,0,1,NA,NA,0,6747,0,0,NA,2.26,35.8,Lisasta,2006,98.3,103.1,88.4,111.8,94.1,7,20.11.2016,2017-11-23,2016-11-20,368
2205889,178,556477,2017-12-06,2,SI,13288246,0,4.51,3.83,4.54,9.08,0,361,2017-12-08,NA,0.027,65125795,0,2,NA,NA,0,6791,0.02,-0.06,NA,0.75,48.19,Rjava,2006,108.4,114,110.5,123.9,109.3,9,22.06.2017,2017-12-07,2017-06-22,168
2208919,2460,556144,2017-12-04,1,SI,13228345,7.5,5.28,4.65,4.48,9.84,0,50,2017-12-06,NA,0.019,65115908,0,1,NA,NA,0,6780,0.01,-0.1,NA,0,53.78,Rjava,2006,105.7,107.2,107.4,109.9,108.4,7,06.12.2016,2017-12-05,2016-12-06,364
2209385,4307,555519,2017-11-24,1,SI,93249810,7.5,3.73,2.97,4.62,8.3,0,79,2017-11-28,NA,0.018,65093693,0,1,NA,NA,0,6753,0,0,NA,1.5,38.84,Rjava,2006,101,93.6,71.9,73.2,88.5,6,03.04.2017,2017-11-27,2017-04-03,238
2210080,3304,556316,2017-12-06,1,SI,23250240,8.5,4.94,4.28,4.46,9.45,0,61,2017-12-07,NA,0.025,65121891,0,2,NA,NA,0,6791,-0.02,-0.11,NA,0,53.73,Lisasta,2006,108.5,110.5,133.6,103.2,122.5,9,09.04.2017,2017-12-06,2017-04-09,241
2210740,9342,556169,2017-12-05,1,SI,43291087,9.9,4.09,2.85,4.99,8.55,0,43,2017-12-06,NA,0.002,65116341,0,1,NA,NA,0,6780,0.07,0,NA,2.25,40.71,Lisasta,2006,96.8,94.6,78.5,88.2,89,9,29.09.2017,2017-12-05,2017-09-29,67
2213465,31315,555566,2017-11-24,1,SI,43226443,13.5,4.17,3.33,4.61,8.65,0,1050,2017-11-28,NA,0.024,65094022,0,1,NA,NA,0,6753,-0.01,-0.1,NA,1.98,39.18,Rjava,2006,120.6,113.2,107.5,94.9,119.2,9,17.09.2017,2017-11-27,2017-09-17,71
2218729,16061,556455,2017-12-06,1,SI,53291921,0,4.41,4.42,4.76,9.89,0,115,2017-12-08,NA,0.023,65125434,0,2,NA,NA,0,6791,0.04,-0.05,NA,0,50.94,Lisasta,2006,102.7,105.9,73.7,101.6,93.3,6,25.09.2016,2017-12-07,2016-09-25,438
2219150,8895,556457,2017-12-06,1,SI,63290888,0,3.56,3.37,4.62,8.7,0,318,2017-12-08,NA,0.019,65125459,0,2,NA,NA,0,6791,0,0,NA,1.24,44.82,Lisasta,2006,94.9,94,80.1,95.7,86.7,9,08.07.2017,2017-12-07,2017-07-08,152
2219982,15917,555593,2017-11-28,3,SI,53301271,8.1,3.19,2.84,4.71,8.25,0,33,2017-11-29,NA,0.003,65096756,0,2,NA,NA,0,6756,0,0,NA,1.76,41.86,Lisasta,2006,87.4,85,90.6,76.8,84.3,8,05.10.2017,2017-11-28,2017-10-05,54
2225657,5985,556229,2017-12-04,1,SI,23302220,5,4.36,3.8,4.32,8.83,0,1699,2017-12-07,NA,0.021,65119418,0,1,NA,NA,0,6784,0,0,NA,1.79,40.26,Holstein,2006,85.9,84.5,102.2,75.5,91.6,6,17.03.2017,2017-12-06,2017-03-17,264
2226266,7912,555714,2017-11-28,1,SI,53302650,5.5,5.09,4.57,4.31,9.59,0,97,2017-11-30,NA,0.023,65101051,0,2,NA,NA,0,6762,-0.01,-0.14,NA,0.39,45.23,Lisasta,2006,96.9,101.8,113.6,109.1,101.3,7,24.09.2016,2017-11-29,2016-09-24,431
2226365,2787,556054,2017-12-04,1,SI,93301727,10,5.46,3.99,3.73,8.44,0,580,2017-12-05,NA,0.025,65112108,0,1,NA,NA,0,6775,0,0,NA,3.29,33.29,Lisasta,2006,121.7,124.2,93.9,104.9,118.8,7,05.07.2016,2017-12-04,2016-07-05,517
2227838,10352,555290,2017-11-24,2,SI,93303901,7,4.21,3.39,4.61,8.71,0,123,2017-11-24,NA,0.007,65088551,0,2,NA,NA,0,6747,0,0,NA,1.3,43.25,Lisasta,2006,91,87.2,93.1,70.5,88.3,7,02.08.2017,2017-11-23,2017-08-02,113
2227920,30941,555949,2017-12-04,2,SI,82840464,9.2,3.87,3.64,4.31,8.66,0,2881,2017-12-04,NA,0.013,65107606,0,1,NA,NA,0,6771,0,0,NA,3.26,29.83,Lisasta,2006,113.8,112.1,75.1,97.2,99.9,8,31.05.2017,2017-12-03,2017-05-31,186
2229130,21248,555421,2017-11-24,3,SI,03300172,6.2,3.82,3.33,4.17,8.2,0,177,2017-11-27,NA,0.025,65091311,0,1,NA,NA,0,6750,0,0,NA,1.98,36.59,Lisasta,2006,96.4,98.2,81.5,96.9,92.5,8,24.02.2017,2017-11-26,2017-02-24,275
2231895,11403,555332,2017-11-23,1,SI,13293958,11.8,4.04,3.48,4.76,8.95,0,68,2017-11-24,NA,0.006,65089089,0,1,NA,NA,0,6747,0,0,NA,1.87,39.54,Lisasta,2006,129.4,128,77.9,100.7,115.6,7,12.08.2017,2017-11-23,2017-08-12,103
2232365,7777,555745,2017-11-27,3,SI,73213307,6,4.01,3.58,4.64,8.93,0,68,2017-11-30,NA,0.028,65102387,0,2,NA,NA,0,6765,0,0,NA,0.46,49.3,Rjava,2006,98.8,98,77.8,94.1,90.9,7,25.05.2017,2017-11-29,2017-05-25,188
2233069,4743,555563,2017-11-28,1,SI,83302547,11.2,4.71,3.87,4.15,8.73,0,342,2017-11-28,NA,0.016,65093932,0,1,NA,NA,0,6753,-0.05,-0.12,NA,1.08,44.04,Holstein,2006,108.9,112.8,98.6,104.1,107.3,7,16.07.2017,2017-11-27,2017-07-16,134
2235232,30039,555795,2017-11-30,1,SI,83292785,5.8,4.79,4.15,4.27,9.13,0,390,2017-12-01,NA,0.022,65104745,0,1,NA,NA,0,6765,0.04,-0.1,NA,1.5,37.78,Holstein,2006,112.5,116.9,99.8,103.2,113.2,6,20.05.2016,2017-11-30,2016-05-20,559
2236002,86,555236,2017-11-21,2,SI,03226265,10.5,3.93,3.18,4.61,8.5,0,64,2017-11-24,NA,0.017,65088180,0,2,NA,NA,0,6747,0,0,NA,0.9,44.37,Rjava,2006,112.9,110.2,92.2,93.4,108.5,8,27.10.2017,2017-11-23,2017-10-27,27
2242855,178,556477,2017-12-06,3,SI,93294511,0,2.65,3.64,4.46,8.81,0,52,2017-12-08,NA,0.03,65125796,0,2,NA,NA,0,6791,-0.02,-0.08,NA,1.52,41.73,Rjava,2006,103,103.2,83.6,115.6,91.5,9,27.07.2017,2017-12-07,2017-07-27,133
2245238,31049,555943,2017-12-03,1,SI,43294891,8.6,3.99,3.6,3.48,7.79,0,11924,2017-12-04,NA,0.012,65107487,0,1,NA,NA,0,6771,0.12,-0.02,NA,1.94,36.26,Lisasta,2006,107.5,109.3,93.1,103.5,105.2,8,06.11.2017,2017-12-03,2017-11-06,27
2245653,1864,556174,2017-12-04,1,SI,73294427,12,4.61,3.45,4.26,8.42,0,4941,2017-12-06,NA,0.017,65116406,0,1,NA,NA,0,6780,0.05,-0.03,NA,2.66,35.99,Holstein,2006,105,103.5,95.7,96.1,102,8,07.07.2017,2017-12-05,2017-07-07,151
2246249,21868,556472,2017-12-07,1,SI,72229488,0,3.71,3.41,3.17,7.29,0,4338,2017-12-08,NA,0.001,65125644,0,1,NA,NA,0,6791,0.23,0.19,NA,3.95,29.34,Holstein,2006,116.4,112.5,106.5,88.5,119.2,5,28.03.2017,2017-12-07,2017-03-28,254
2247435,9099,555213,2017-11-22,2,SI,43300972,4.4,4.73,4.66,4.17,9.53,0,260,2017-11-24,NA,0.011,65087848,0,2,NA,NA,0,6747,0,0,NA,0,47.14,Holstein,2006,94.4,100.8,109.9,99.8,103.7,6,13.12.2016,2017-11-23,2016-12-13,345
2247933,30037,556238,2017-12-05,1,SI,63296310,6.2,3.8,3.37,4.66,8.74,0,275,2017-12-07,NA,0.023,65119678,0,2,NA,NA,0,6784,0,0,NA,1.05,43.61,Rjava,2006,86.7,92.1,110,109.5,91.3,9,22.08.2017,2017-12-06,2017-08-22,106
2248050,7225,556257,2017-12-06,1,SI,63301634,7.8,4.1,3.77,4.25,8.72,0,92,2017-12-07,NA,0.023,65120008,0,2,NA,NA,0,6784,0,0,NA,1.74,40.6,Holstein,2006,105.9,101.3,103.4,93.9,101.7,7,04.01.2017,2017-12-06,2017-01-04,336
